0,1,2,3,4,5,6,7,8,9
width_head_base_IQR,curvature_mean_neck_abs_50th,relative_to_hips_radial_velocity_tail_tip_50th,relative_to_body_radial_velocity_tail_tip_w_forward_10th,relative_to_hips_radial_velocity_tail_tip_50th,d_path_curvature_midbody_w_backward_abs_IQR,curvature_std_hips_w_forward_abs_90th,relative_to_hips_radial_velocity_tail_tip_50th,d_width_midbody_w_backward_90th,curvature_head_w_forward_abs_10th
speed_hips_10th,curvature_std_neck_w_forward_abs_10th,curvature_head_abs_10th,relative_to_hips_radial_velocity_tail_tip_50th,angular_velocity_tail_tip_w_backward_abs_IQR,d_relative_to_head_base_angular_velocity_head_tip_abs_50th,relative_to_hips_radial_velocity_tail_tip_50th,curvature_std_neck_w_forward_abs_10th,d_relative_to_head_base_angular_velocity_head_tip_w_backward_abs_50th,d_area_w_forward_10th
relative_to_head_base_angular_velocity_head_tip_w_backward_abs_90th,curvature_std_midbody_w_backward_abs_10th,speed_w_forward_IQR,d_width_head_base_50th,curvature_std_neck_w_forward_abs_10th,d_relative_to_head_base_angular_velocity_head_tip_w_backward_abs_50th,curvature_mean_tail_w_backward_abs_IQR,d_width_head_base_50th,curvature_std_hips_w_forward_abs_90th,d_relative_to_body_angular_velocity_hips_w_forward_abs_10th
angular_velocity_tail_tip_w_backward_abs_IQR,d_major_axis_50th,d_relative_to_body_radial_velocity_head_tip_50th,minor_axis_w_forward_10th,curvature_head_abs_10th,width_midbody_w_forward_50th,curvature_std_neck_w_forward_abs_10th,path_density_head_95th,curvature_std_neck_w_forward_abs_10th,d_relative_to_head_base_angular_velocity_head_tip_w_forward_abs_IQR
curvature_std_neck_w_forward_abs_10th,curvature_hips_abs_90th,width_midbody_w_backward_50th,relative_to_neck_radial_velocity_head_tip_w_backward_10th,d_width_head_base_50th,angular_velocity_tail_tip_w_backward_abs_IQR,d_width_head_base_50th,d_length_IQR,curvature_mean_neck_w_forward_abs_90th,curvature_std_neck_w_forward_abs_10th
d_major_axis_w_backward_90th,relative_to_body_radial_velocity_head_tip_50th,d_curvature_mean_head_w_forward_abs_10th,d_curvature_neck_w_backward_abs_10th,path_transit_time_midbody_95th,curvature_std_neck_w_forward_abs_10th,curvature_std_midbody_w_backward_abs_10th,path_transit_time_midbody_95th,d_curvature_std_midbody_w_backward_abs_IQR,minor_axis_w_forward_10th
d_width_head_base_50th,curvature_tail_w_backward_abs_90th,curvature_std_neck_abs_50th,d_curvature_mean_neck_w_backward_abs_90th,d_quirkiness_w_forward_10th,d_major_axis_w_backward_90th,d_major_axis_50th,d_relative_to_body_radial_velocity_head_tip_w_forward_90th,angular_velocity_tail_tip_w_backward_abs_90th,curvature_std_midbody_w_backward_abs_10th
d_major_axis_50th,curvature_mean_head_w_forward_abs_50th,d_curvature_neck_w_forward_abs_IQR,curvature_mean_tail_w_forward_abs_IQR,curvature_std_neck_abs_50th,curvature_hips_abs_90th,d_relative_to_body_radial_velocity_head_tip_50th,d_curvature_tail_abs_90th,minor_axis_w_backward_90th,d_major_axis_50th
path_density_midbody_95th,d_width_midbody_w_forward_10th,d_speed_head_tip_50th,angular_velocity_head_tip_w_forward_abs_50th,relative_to_head_base_radial_velocity_head_tip_10th,d_length_IQR,curvature_mean_head_w_forward_abs_50th,curvature_mean_neck_w_forward_abs_IQR,d_relative_to_body_radial_velocity_head_tip_50th,curvature_std_tail_w_forward_abs_90th
d_quirkiness_w_forward_10th,width_midbody_w_backward_50th,relative_to_head_base_radial_velocity_head_tip_w_forward_90th,d_curvature_mean_head_w_forward_abs_10th,d_curvature_std_tail_abs_90th,path_transit_time_midbody_95th,d_width_midbody_w_forward_10th,width_tail_base_w_backward_10th,curvature_mean_head_w_forward_abs_50th,relative_to_body_radial_velocity_head_tip_50th
path_density_body_95th,relative_to_head_base_radial_velocity_head_tip_10th,d_area_w_forward_IQR,d_speed_tail_tip_IQR,angular_velocity_tail_tip_w_backward_abs_10th,curvature_mean_head_w_backward_abs_IQR,curvature_std_neck_abs_50th,turn_intra_duration_50th,curvature_mean_hips_w_forward_abs_50th,d_relative_to_body_radial_velocity_head_tip_50th
d_speed_head_tip_50th,curvature_midbody_abs_90th,speed_tail_base_w_forward_IQR,d_width_head_base_w_forward_90th,angular_velocity_head_tip_w_forward_abs_90th,curvature_mean_head_w_forward_abs_50th,relative_to_head_base_radial_velocity_head_tip_10th,d_curvature_std_tail_abs_10th,d_width_head_base_w_forward_90th,curvature_mean_head_w_backward_abs_IQR
d_curvature_std_head_w_forward_abs_90th,curvature_tail_abs_90th,path_transit_time_head_95th,d_speed_head_tip_50th,path_transit_time_head_95th,d_speed_head_base_w_forward_50th,d_width_midbody_w_backward_10th,width_tail_base_10th,quirkiness_w_forward_90th,d_speed_head_tip_50th
width_tail_base_w_backward_10th,curvature_mean_neck_w_forward_abs_IQR,d_area_w_forward_90th,d_curvature_std_head_w_forward_abs_90th,quirkiness_50th,d_curvature_std_tail_w_backward_abs_90th,quirkiness_w_forward_90th,curvature_std_midbody_abs_50th,curvature_mean_neck_w_forward_abs_IQR,d_curvature_std_midbody_w_forward_abs_90th
curvature_hips_w_backward_abs_10th,width_tail_base_w_backward_10th,d_relative_to_body_radial_velocity_neck_50th,curvature_mean_neck_w_forward_abs_IQR,d_curvature_std_head_w_forward_abs_10th,quirkiness_w_forward_90th,quirkiness_50th,relative_to_head_base_radial_velocity_head_tip_w_forward_10th,quirkiness_50th,curvature_hips_w_backward_abs_10th
turn_intra_duration_50th,turn_intra_duration_50th,turn_intra_duration_50th,d_curvature_std_head_w_forward_abs_10th,relative_to_head_base_angular_velocity_head_tip_abs_50th,d_speed_head_tip_50th,turn_intra_duration_50th,d_width_head_base_w_backward_50th,curvature_hips_w_backward_abs_10th,minor_axis_w_forward_50th
curvature_mean_head_w_forward_abs_IQR,d_relative_to_head_base_angular_velocity_head_tip_w_forward_abs_90th,relative_to_body_speed_midbody_w_forward_abs_IQR,curvature_std_hips_w_forward_abs_IQR,d_curvature_head_abs_IQR,quirkiness_50th,curvature_mean_head_w_forward_abs_IQR,speed_head_tip_10th,turn_intra_duration_50th,d_relative_to_head_base_angular_velocity_head_tip_w_forward_abs_90th
width_midbody_w_backward_90th,width_midbody_w_backward_10th,d_angular_velocity_head_tip_w_backward_abs_90th,quirkiness_IQR,speed_hips_w_forward_10th,curvature_hips_w_backward_abs_10th,curvature_std_neck_w_backward_abs_50th,curvature_mean_hips_abs_50th,minor_axis_w_forward_50th,relative_to_head_base_radial_velocity_head_tip_w_backward_90th
d_curvature_std_head_w_forward_abs_10th,d_curvature_std_head_w_forward_abs_10th,d_curvature_std_neck_w_forward_abs_90th,curvature_head_w_forward_abs_IQR,d_curvature_std_midbody_abs_10th,d_speed_tail_base_90th,width_midbody_w_backward_10th,relative_to_neck_radial_velocity_head_tip_w_forward_90th,d_angular_velocity_head_tip_w_backward_abs_90th,d_curvature_std_head_w_forward_abs_10th
relative_to_head_base_angular_velocity_head_tip_abs_50th,curvature_mean_tail_abs_90th,speed_head_tip_w_backward_IQR,d_minor_axis_w_forward_10th,relative_to_neck_radial_velocity_head_tip_w_backward_90th,relative_to_head_base_angular_velocity_head_tip_abs_50th,relative_to_head_base_radial_velocity_head_tip_w_backward_90th,curvature_std_hips_abs_IQR,relative_to_head_base_angular_velocity_head_tip_abs_50th,curvature_neck_w_backward_abs_50th
relative_to_body_radial_velocity_hips_50th,speed_10th,curvature_std_hips_w_backward_abs_50th,d_curvature_head_w_forward_abs_10th,curvature_std_tail_abs_IQR,d_width_tail_base_50th,curvature_std_neck_w_forward_abs_90th,relative_to_tail_base_radial_velocity_tail_tip_w_forward_10th,relative_to_neck_angular_velocity_head_tip_w_forward_abs_90th,minor_axis_w_forward_90th
d_relative_to_head_base_angular_velocity_head_tip_abs_10th,d_angular_velocity_head_tip_w_forward_abs_90th,d_relative_to_body_angular_velocity_tail_tip_w_forward_abs_IQR,d_speed_head_tip_w_forward_50th,curvature_mean_neck_w_forward_abs_50th,width_tail_base_10th,curvature_mean_neck_w_backward_abs_50th,d_curvature_std_hips_w_backward_abs_90th,d_minor_axis_w_forward_10th,curvature_std_neck_w_backward_abs_IQR
d_width_tail_base_50th,relative_to_body_radial_velocity_hips_50th,relative_to_body_radial_velocity_tail_tip_w_backward_10th,relative_to_body_radial_velocity_head_tip_w_forward_90th,d_width_head_base_w_backward_50th,d_speed_head_tip_w_forward_50th,curvature_head_w_forward_abs_IQR,path_transit_time_tail_95th,d_angular_velocity_head_tip_w_backward_abs_IQR,d_relative_to_head_base_angular_velocity_head_tip_abs_10th
width_tail_base_10th,d_width_tail_base_50th,width_tail_base_10th,d_speed_neck_w_backward_90th,relative_to_body_radial_velocity_head_tip_w_forward_10th,curvature_head_abs_50th,motion_mode_paused_duration_50th,curvature_std_neck_w_forward_abs_50th,curvature_head_abs_90th,curvature_hips_w_backward_abs_90th
d_speed_head_tip_w_forward_50th,width_tail_base_10th,d_relative_to_head_base_angular_velocity_head_tip_w_backward_abs_10th,d_width_head_base_w_backward_50th,curvature_std_hips_w_backward_abs_10th,d_angular_velocity_head_tip_w_forward_abs_50th,d_angular_velocity_head_tip_w_backward_abs_10th,d_width_head_base_w_backward_90th,d_angular_velocity_tail_tip_w_backward_abs_IQR,d_speed_head_tip_w_forward_50th
curvature_mean_neck_w_forward_abs_50th,d_speed_head_tip_w_forward_50th,d_curvature_head_w_forward_abs_10th,d_curvature_std_head_w_forward_abs_IQR,width_head_base_w_forward_IQR,curvature_std_head_abs_IQR,d_width_head_base_w_backward_50th,length_w_forward_IQR,d_path_curvature_midbody_abs_90th,d_curvature_head_w_forward_abs_50th
relative_to_head_base_radial_velocity_head_tip_w_forward_50th,d_angular_velocity_head_tip_w_forward_abs_50th,d_curvature_head_w_forward_abs_50th,d_width_tail_base_w_forward_10th,path_transit_time_tail_95th,d_curvature_std_tail_w_forward_abs_10th,width_head_base_w_forward_90th,d_length_w_backward_90th,curvature_std_head_abs_IQR,speed_head_tip_w_forward_10th
width_head_base_w_forward_90th,d_width_head_base_w_backward_50th,curvature_head_abs_50th,curvature_std_hips_w_backward_abs_10th,d_relative_to_head_base_radial_velocity_head_tip_w_backward_50th,curvature_std_hips_w_backward_abs_10th,width_tail_base_w_forward_IQR,width_tail_base_w_backward_50th,curvature_mean_neck_abs_90th,curvature_std_head_abs_IQR
d_curvature_std_head_w_forward_abs_50th,speed_head_tip_10th,d_curvature_neck_abs_IQR,d_curvature_std_head_w_forward_abs_50th,d_length_50th,relative_to_hips_radial_velocity_tail_tip_w_backward_10th,relative_to_body_radial_velocity_head_tip_w_forward_10th,curvature_mean_tail_abs_50th,d_minor_axis_w_forward_50th,relative_to_neck_radial_velocity_head_tip_w_forward_90th
speed_midbody_10th,curvature_std_head_abs_IQR,d_curvature_std_head_w_forward_abs_IQR,d_major_axis_w_forward_IQR,curvature_std_neck_w_forward_abs_50th,curvature_std_midbody_abs_IQR,curvature_std_midbody_w_forward_abs_10th,d_width_midbody_w_forward_50th,relative_to_body_radial_velocity_tail_tip_w_forward_90th,d_curvature_std_head_w_forward_abs_50th
relative_to_body_radial_velocity_tail_tip_w_forward_90th,curvature_hips_w_backward_abs_IQR,d_curvature_std_neck_w_backward_abs_90th,speed_head_tip_w_backward_90th,d_speed_head_tip_w_backward_50th,d_minor_axis_w_forward_50th,d_relative_to_head_base_radial_velocity_head_tip_w_backward_50th,d_width_head_base_w_forward_IQR,curvature_std_neck_w_forward_abs_50th,curvature_std_midbody_abs_IQR
d_curvature_std_neck_w_backward_abs_90th,d_width_midbody_50th,d_angular_velocity_neck_w_backward_abs_90th,d_minor_axis_w_forward_50th,d_speed_head_base_50th,d_curvature_std_neck_w_backward_abs_90th,d_width_midbody_50th,curvature_std_tail_w_forward_abs_50th,curvature_std_neck_abs_90th,d_width_midbody_50th
width_head_base_w_forward_IQR,d_speed_head_tip_w_backward_50th,curvature_std_neck_w_forward_abs_50th,curvature_std_neck_w_forward_abs_50th,curvature_tail_abs_10th,curvature_hips_w_backward_abs_IQR,curvature_mean_neck_w_backward_abs_10th,angular_velocity_head_tip_w_backward_abs_10th,d_width_head_base_w_backward_90th,d_speed_head_tip_w_backward_50th
d_relative_to_head_base_radial_velocity_head_tip_w_backward_50th,length_w_forward_IQR,d_speed_head_tip_w_backward_50th,d_speed_head_base_50th,d_angular_velocity_tail_tip_w_forward_abs_IQR,d_relative_to_head_base_radial_velocity_head_tip_w_backward_50th,d_width_head_base_w_forward_IQR,d_major_axis_w_forward_10th,length_w_forward_IQR,length_w_forward_IQR
angular_velocity_w_backward_abs_10th,width_tail_base_w_backward_50th,d_width_head_base_w_backward_90th,width_midbody_w_forward_90th,d_quirkiness_10th,d_width_head_base_w_backward_90th,d_angular_velocity_w_backward_abs_90th,path_transit_time_body_95th,relative_to_tail_base_angular_velocity_tail_tip_w_forward_abs_90th,curvature_mean_neck_w_backward_abs_10th
curvature_std_neck_w_forward_abs_50th,curvature_tail_abs_10th,curvature_tail_abs_10th,d_width_head_base_w_forward_IQR,path_coverage_body,curvature_std_head_abs_90th,d_curvature_std_head_abs_50th,d_length_w_forward_IQR,d_relative_to_neck_angular_velocity_head_tip_abs_50th,d_length_w_backward_90th
d_speed_head_base_50th,d_width_head_base_w_forward_IQR,d_width_head_base_w_forward_IQR,d_curvature_mean_head_w_forward_abs_50th,path_transit_time_body_95th,width_tail_base_w_backward_50th,path_coverage_body,relative_to_head_base_radial_velocity_head_tip_w_backward_50th,d_quirkiness_10th,d_curvature_std_midbody_w_backward_abs_10th
width_midbody_w_forward_90th,d_curvature_std_midbody_w_backward_abs_10th,relative_to_body_angular_velocity_neck_w_backward_abs_10th,path_coverage_body,d_length_w_forward_IQR,width_midbody_90th,quirkiness_w_backward_90th,d_width_head_base_w_backward_10th,curvature_hips_w_backward_abs_50th,relative_to_body_radial_velocity_tail_tip_w_backward_50th
length_w_forward_IQR,d_width_head_base_w_forward_50th,d_width_head_base_w_forward_50th,angular_velocity_head_base_w_backward_abs_IQR,curvature_std_midbody_w_forward_abs_50th,curvature_hips_w_backward_abs_50th,d_length_w_backward_IQR,curvature_mean_hips_w_backward_abs_IQR,d_length_w_forward_IQR,curvature_hips_w_backward_abs_50th
d_width_midbody_w_forward_50th,width_head_base_10th,curvature_hips_w_backward_abs_50th,d_relative_to_neck_angular_velocity_head_tip_w_forward_abs_10th,d_curvature_std_tail_w_backward_abs_50th,relative_to_body_angular_velocity_tail_tip_w_backward_abs_IQR,relative_to_body_radial_velocity_tail_tip_w_forward_50th,d_length_w_backward_IQR,d_width_head_base_w_backward_10th,d_width_head_base_w_backward_10th
width_midbody_90th,d_length_w_backward_IQR,d_angular_velocity_w_backward_abs_90th,relative_to_neck_radial_velocity_head_tip_w_backward_50th,relative_to_body_angular_velocity_head_tip_w_backward_abs_10th,curvature_head_w_backward_abs_IQR,relative_to_body_radial_velocity_hips_w_backward_50th,width_head_base_w_backward_10th,d_curvature_std_head_abs_10th,d_curvature_std_head_abs_10th
d_quirkiness_10th,d_curvature_std_hips_w_forward_abs_90th,speed_neck_w_backward_10th,curvature_midbody_w_backward_abs_IQR,relative_to_body_angular_velocity_tail_tip_w_backward_abs_IQR,d_quirkiness_IQR,quirkiness_w_backward_50th,speed_head_base_10th,relative_to_body_angular_velocity_tail_tip_w_backward_abs_IQR,relative_to_body_angular_velocity_head_tip_w_backward_abs_10th
d_curvature_std_head_abs_50th,motion_mode_backward_duration_50th,d_angular_velocity_head_base_w_backward_abs_90th,curvature_mean_midbody_w_forward_abs_IQR,curvature_mean_hips_w_backward_abs_IQR,path_curvature_tail_w_backward_abs_90th,path_coverage_tail,path_density_body_50th,curvature_tail_w_forward_abs_50th,curvature_head_w_backward_abs_IQR
relative_to_head_base_radial_velocity_head_tip_w_backward_50th,d_curvature_std_head_abs_90th,path_transit_time_body_95th,d_minor_axis_w_backward_90th,d_quirkiness_IQR,relative_to_body_radial_velocity_hips_w_backward_50th,curvature_std_head_w_backward_abs_50th,motion_mode_backward_duration_50th,d_curvature_std_hips_w_forward_abs_90th,angular_velocity_head_base_w_backward_abs_IQR
relative_to_body_angular_velocity_tail_tip_w_backward_abs_IQR,d_length_w_backward_10th,d_length_10th,path_coverage_midbody,curvature_midbody_w_backward_abs_IQR,motion_mode_backward_duration_50th,curvature_mean_head_w_backward_abs_10th,curvature_mean_midbody_w_forward_abs_IQR,quirkiness_w_forward_50th,curvature_std_tail_w_backward_abs_90th
d_curvature_std_head_abs_IQR,curvature_std_midbody_w_backward_abs_50th,d_width_head_base_w_backward_10th,width_tail_base_50th,path_coverage_tail,curvature_mean_midbody_w_forward_abs_IQR,path_coverage_midbody,motion_mode_forward_frequency,quirkiness_w_backward_50th,minor_axis_w_forward_IQR
curvature_mean_hips_w_backward_abs_IQR,curvature_std_midbody_w_backward_abs_90th,relative_to_body_angular_velocity_tail_tip_w_backward_abs_IQR,relative_to_neck_radial_velocity_head_tip_w_forward_10th,curvature_mean_midbody_w_forward_abs_IQR,d_quirkiness_90th,relative_to_body_radial_velocity_hips_w_forward_90th,d_length_w_backward_10th,motion_mode_backward_duration_50th,motion_mode_forward_duration_50th
d_quirkiness_IQR,relative_to_neck_radial_velocity_head_tip_w_forward_10th,d_curvature_std_head_abs_IQR,d_relative_to_body_radial_velocity_head_tip_w_backward_10th,motion_mode_forward_frequency,relative_to_body_radial_velocity_hips_w_forward_90th,curvature_head_w_forward_abs_50th,width_tail_base_50th,motion_mode_forward_frequency,curvature_mean_midbody_w_forward_abs_IQR
width_head_base_w_backward_10th,curvature_std_hips_w_backward_abs_IQR,width_head_base_w_backward_10th,d_curvature_mean_neck_w_backward_abs_10th,path_coverage_midbody,width_tail_base_50th,curvature_std_head_w_backward_abs_10th,curvature_mean_hips_abs_10th,curvature_std_midbody_w_forward_abs_IQR,motion_mode_forward_frequency
relative_to_body_radial_velocity_hips_w_backward_50th,d_path_curvature_tail_w_backward_abs_90th,curvature_midbody_w_backward_abs_IQR,d_width_midbody_w_forward_90th,relative_to_body_radial_velocity_hips_w_forward_90th,quirkiness_90th,d_width_head_base_w_backward_IQR,relative_to_neck_radial_velocity_head_tip_10th,relative_to_head_base_angular_velocity_head_tip_abs_IQR,relative_to_neck_radial_velocity_head_tip_w_forward_10th
d_curvature_std_head_abs_90th,curvature_head_w_forward_abs_50th,relative_to_body_radial_velocity_hips_w_backward_50th,curvature_head_w_forward_abs_50th,curvature_std_midbody_w_forward_abs_IQR,relative_to_body_radial_velocity_neck_w_forward_10th,curvature_mean_midbody_w_forward_abs_10th,relative_to_neck_radial_velocity_head_tip_w_forward_50th,relative_to_neck_radial_velocity_head_tip_w_forward_10th,curvature_std_hips_w_backward_abs_IQR
relative_to_body_radial_velocity_hips_w_forward_90th,relative_to_body_radial_velocity_neck_50th,motion_mode_backward_duration_50th,relative_to_body_radial_velocity_neck_50th,curvature_mean_hips_abs_10th,relative_to_body_radial_velocity_neck_w_backward_90th,curvature_std_tail_abs_50th,curvature_std_tail_abs_50th,quirkiness_90th,d_curvature_mean_neck_abs_IQR
width_tail_base_50th,relative_to_neck_radial_velocity_head_tip_w_forward_50th,d_curvature_std_head_abs_90th,curvature_mean_hips_w_forward_abs_90th,relative_to_neck_radial_velocity_head_tip_w_forward_10th,curvature_head_w_forward_abs_50th,curvature_midbody_w_forward_abs_50th,d_curvature_std_neck_w_forward_abs_10th,curvature_std_neck_w_forward_abs_IQR,d_curvature_mean_neck_w_backward_abs_10th
relative_to_head_base_angular_velocity_head_tip_abs_IQR,d_relative_to_body_radial_velocity_tail_tip_w_backward_10th,curvature_std_hips_w_backward_abs_IQR,curvature_std_tail_abs_50th,d_width_midbody_w_forward_90th,d_width_head_base_w_backward_IQR,d_relative_to_head_base_radial_velocity_head_tip_50th,curvature_std_tail_w_backward_abs_50th,relative_to_head_base_angular_velocity_head_tip_w_backward_abs_IQR,curvature_head_w_forward_abs_50th
curvature_mean_hips_abs_10th,width_head_base_w_forward_50th,relative_to_body_radial_velocity_tail_tip_90th,relative_to_body_radial_velocity_tail_tip_w_backward_90th,relative_to_neck_angular_velocity_head_tip_w_backward_abs_10th,curvature_mean_head_w_backward_abs_50th,curvature_midbody_w_backward_abs_50th,path_coverage_head,relative_to_body_angular_velocity_head_tip_w_forward_abs_10th,curvature_mean_hips_w_forward_abs_90th
length_w_backward_10th,curvature_mean_tail_w_backward_abs_90th,d_curvature_head_w_backward_abs_90th,curvature_std_tail_w_backward_abs_50th,relative_to_head_base_angular_velocity_head_tip_w_backward_abs_IQR,width_head_base_w_forward_50th,path_coverage_head,length_w_backward_IQR,d_relative_to_body_speed_midbody_abs_90th,minor_axis_50th
curvature_head_w_forward_abs_50th,curvature_midbody_w_forward_abs_50th,d_minor_axis_w_backward_10th,path_coverage_head,curvature_std_tail_w_backward_abs_IQR,curvature_std_tail_w_backward_abs_10th,curvature_std_head_w_backward_abs_IQR,curvature_std_head_w_forward_abs_90th,curvature_neck_w_backward_abs_IQR,length_w_backward_IQR
angular_velocity_w_forward_abs_10th,d_relative_to_head_base_radial_velocity_head_tip_50th,d_speed_neck_50th,d_relative_to_neck_radial_velocity_head_tip_50th,relative_to_neck_radial_velocity_head_tip_w_forward_50th,d_quirkiness_w_forward_IQR,d_relative_to_neck_radial_velocity_head_tip_50th,quirkiness_w_backward_10th,curvature_midbody_w_backward_abs_50th,d_relative_to_neck_radial_velocity_head_tip_w_forward_50th
length_w_backward_IQR,length_w_backward_IQR,width_tail_base_w_forward_10th,d_curvature_neck_w_backward_abs_90th,angular_velocity_tail_tip_w_backward_abs_50th,path_curvature_midbody_abs_10th,relative_to_body_angular_velocity_neck_w_backward_abs_IQR,d_relative_to_neck_radial_velocity_head_tip_w_forward_50th,d_quirkiness_w_backward_IQR,curvature_mean_head_abs_IQR
d_relative_to_neck_radial_velocity_head_tip_w_forward_50th,d_relative_to_neck_radial_velocity_head_tip_w_forward_50th,width_head_base_50th,width_tail_base_w_forward_10th,d_relative_to_head_base_radial_velocity_head_tip_50th,width_head_base_50th,d_relative_to_neck_radial_velocity_head_tip_w_forward_50th,width_tail_base_w_forward_10th,relative_to_head_base_angular_velocity_head_tip_abs_10th,width_head_base_50th
d_relative_to_tail_base_angular_velocity_tail_tip_w_forward_abs_90th,d_angular_velocity_midbody_w_backward_abs_90th,speed_midbody_w_forward_IQR,speed_midbody_w_forward_IQR,d_relative_to_tail_base_angular_velocity_tail_tip_w_forward_abs_90th,curvature_mean_head_abs_50th,speed_tail_base_10th,d_relative_to_head_base_angular_velocity_head_tip_w_backward_abs_90th,path_curvature_head_abs_50th,d_angular_velocity_midbody_w_backward_abs_90th
curvature_mean_head_abs_50th,d_curvature_std_head_w_backward_abs_50th,d_relative_to_tail_base_angular_velocity_tail_tip_w_forward_abs_90th,relative_to_body_radial_velocity_tail_tip_50th,curvature_mean_head_abs_50th,d_curvature_std_head_w_backward_abs_50th,d_curvature_std_neck_abs_IQR,d_speed_w_forward_90th,angular_velocity_w_backward_abs_IQR,d_speed_tail_base_50th
d_angular_velocity_neck_w_forward_abs_90th,curvature_std_hips_abs_50th,d_relative_to_head_base_angular_velocity_head_tip_w_backward_abs_90th,d_curvature_mean_neck_w_backward_abs_IQR,d_relative_to_body_angular_velocity_head_tip_abs_10th,major_axis_90th,d_relative_to_head_base_angular_velocity_head_tip_w_backward_abs_90th,curvature_std_hips_abs_50th,d_curvature_std_head_w_backward_abs_50th,curvature_neck_abs_IQR
relative_to_head_base_angular_velocity_head_tip_w_forward_abs_90th,width_tail_base_90th,relative_to_body_angular_velocity_head_tip_w_backward_abs_50th,relative_to_head_base_angular_velocity_head_tip_w_forward_abs_10th,curvature_std_hips_abs_50th,curvature_std_hips_abs_50th,d_curvature_std_head_w_backward_abs_50th,d_speed_tail_base_50th,width_tail_base_90th,curvature_std_neck_abs_IQR
curvature_mean_neck_abs_IQR,relative_to_body_radial_velocity_tail_tip_50th,d_relative_to_body_angular_velocity_head_tip_abs_10th,angular_velocity_head_tip_w_forward_abs_10th,relative_to_head_base_angular_velocity_head_tip_w_forward_abs_90th,relative_to_head_base_angular_velocity_head_tip_w_forward_abs_90th,curvature_std_hips_abs_50th,d_speed_head_base_w_forward_10th,angular_velocity_head_tip_w_forward_abs_10th,d_speed_IQR
d_curvature_tail_w_forward_abs_90th,angular_velocity_head_base_abs_10th,relative_to_head_base_angular_velocity_head_tip_w_forward_abs_90th,angular_velocity_head_base_abs_10th,curvature_mean_neck_abs_IQR,width_tail_base_90th,curvature_std_head_abs_10th,d_speed_IQR,angular_velocity_abs_IQR,width_head_base_w_backward_90th
width_head_base_w_backward_50th,curvature_std_hips_w_backward_abs_90th,curvature_mean_neck_abs_IQR,d_relative_to_head_base_radial_velocity_head_tip_w_backward_10th,relative_to_neck_radial_velocity_head_tip_90th,curvature_mean_neck_abs_IQR,relative_to_body_angular_velocity_head_tip_abs_90th,relative_to_head_base_radial_velocity_head_tip_w_forward_IQR,curvature_head_w_backward_abs_90th,d_curvature_std_tail_abs_IQR
angular_velocity_tail_base_w_backward_abs_IQR,d_relative_to_head_base_radial_velocity_head_tip_w_backward_10th,d_speed_tail_base_50th,d_curvature_std_neck_w_forward_abs_50th,turn_inter_duration_50th,relative_to_head_base_angular_velocity_head_tip_w_forward_abs_10th,relative_to_head_base_radial_velocity_head_tip_w_forward_IQR,d_relative_to_head_base_radial_velocity_head_tip_w_backward_10th,d_curvature_mean_head_w_backward_abs_90th,curvature_head_w_backward_abs_90th
major_axis_IQR,path_curvature_body_abs_10th,relative_to_body_angular_velocity_head_tip_abs_90th,d_relative_to_head_base_radial_velocity_head_tip_w_backward_90th,curvature_std_neck_abs_IQR,curvature_mean_midbody_abs_IQR,d_relative_to_head_base_radial_velocity_head_tip_w_backward_10th,d_curvature_std_neck_w_forward_abs_50th,d_area_w_backward_IQR,curvature_std_tail_w_forward_abs_10th
angular_velocity_tail_tip_w_forward_abs_10th,speed_w_forward_90th,relative_to_head_base_angular_velocity_head_tip_w_forward_abs_10th,area_w_forward_IQR,relative_to_body_angular_velocity_tail_tip_w_backward_abs_90th,relative_to_body_angular_velocity_tail_tip_w_backward_abs_90th,d_curvature_mean_tail_abs_90th,d_width_midbody_w_backward_90th,relative_to_neck_angular_velocity_head_tip_abs_10th,d_relative_to_body_angular_velocity_tail_tip_w_forward_abs_90th
angular_velocity_abs_IQR,d_relative_to_body_radial_velocity_neck_w_forward_90th,angular_velocity_head_tip_w_forward_abs_10th,relative_to_body_radial_velocity_head_tip_w_backward_IQR,angular_velocity_abs_IQR,relative_to_head_base_radial_velocity_head_tip_w_forward_IQR,d_relative_to_head_base_radial_velocity_head_tip_w_backward_90th,d_relative_to_head_base_radial_velocity_head_tip_w_backward_90th,width_tail_base_w_backward_IQR,area_w_forward_IQR
d_angular_velocity_neck_abs_90th,d_relative_to_body_radial_velocity_tail_tip_w_backward_50th,angular_velocity_tail_tip_w_forward_abs_10th,curvature_midbody_abs_50th,d_curvature_mean_head_w_backward_abs_IQR,curvature_std_neck_abs_10th,relative_to_body_angular_velocity_neck_w_backward_abs_90th,relative_to_hips_angular_velocity_tail_tip_w_forward_abs_50th,path_curvature_head_abs_10th,d_relative_to_body_radial_velocity_tail_tip_w_backward_50th
d_angular_velocity_tail_tip_w_backward_abs_90th,d_angular_velocity_hips_w_backward_abs_90th,curvature_std_neck_abs_10th,curvature_mean_neck_abs_50th,relative_to_neck_angular_velocity_head_tip_abs_10th,angular_velocity_abs_IQR,path_curvature_midbody_w_forward_abs_90th,path_curvature_midbody_w_forward_abs_90th,width_midbody_w_forward_50th,path_curvature_midbody_w_forward_abs_90th
